tweet,spacy_cleaned_tweet,sentiment,target
"Ask for Lil Wayne, get Michael Jackson. Bug me about Wiz Khalifa, get Guns & Roses. The point of the night is to step outside the matrix..",ask lil wayne get michael jackson bug wiz khalifa get gun rose point night step outside matrix ..,negative,0
"@ANGRYref on 2nd thought, I would have 2 cute kitties and you could have my CNBC Obsessed, Oracle employed, somewhat grumpy husband, deal!",2nd thought would 2 cute kitty could cnbc obsess oracle employ somewhat grumpy husband deal,negative,0
Sad moment when you realize tomorrow is Monday and there's no new episode of Teen Wolf so no Moonday bummer,sad moment realize tomorrow monday new episode teen wolf moonday bummer,negative,0
@gerfingerpoken That's why Obama's personal records are sealed by an Executive order.  Only the guilty party take the 5th.,obama 's personal record seal executive order guilty party take 5th,negative,0
Even the security forces do not want this war on KURDS. Erdogan is a brutal dictator in the making.  https://t.co/4I6M6ndxz8,even security force kurd erdogan brutal dictator making,negative,0
"Friday's CNET Update is playing One Republic : Apple CEO says sorry for iOS 6 map mess Apple CEO Tim Cook has said he was ""extremely sorr",friday 's cnet update play one republic apple ceo say sorry ios 6 map mess apple ceo tim cook say extremely sorr,negative,0
Scott Walker is GOD AWFUL. Mean and dumb. Get him away from his Koch bought protections and it all falls apart. https://t.co/T05DDEjUY8,scott walker god awful mean dumb get away koch buy protection fall apart,negative,0
Sam Loco Efe (Nigeria Nollyhood star) is dead.  We are still mourning Christy Essien now it is Sam Loco's turn. May his soul RIP. #jhub,sam loco efe nigeria nollyhood star dead still mourn christy essien sam loco 's turn may soul rip jhub,negative,0
"Bake Off, Strictly, Big Brother, X Factor. It's the TV equivalent of reading The Sun. What's wrong with us? Are we ashamed of intelligence?",bake strictly big brother x factor tv equivalent read sun wrong ashamed intelligence,negative,0
@kevinanderson18 Murray will take you apart on Monday. One break of serve each set will be enough for Andy. Your return game is shit!,murray take apart monday one break serve set enough andy return game shit,negative,0
Back to Norwich City tomorrow to do loads more shopping as we couldn't fit it all in on Monday... #shopping #Norwich #addicted,back norwich city tomorrow load shopping could fit monday ... shopping norwich addict,negative,0
"And even Rolling Stone is reporting on this crisis: ""America's vanishing bees may be the ""canary in the coal... http://t.co/N2r4jcYlmY",even roll stone report crisis america 's vanish bee may canary coal ...,negative,0
"@OffsideLiam Carlo Ancelotti after LVG and then may be Giggs. Not a big fan of Guardiola, despite the success.",carlo ancelotti lvg may giggs big fan guardiola despite success,negative,0
Having to be at school at eight tomorrow is going to kick my ass.,school eight tomorrow go kick ass,negative,0
Q_Q Today was the day that Naruto shippuden: UNS4 was suppose to come out. WHYYYYYYY DID THEY PUSH IT ALL THE WAY TO JAN???? HELLO,q_q today day naruto shippuden 4 suppose whyyy push way jan hello,negative,0
Caitlyn Jenner may have killed someone with her car but in her defense there was a problem with the tranny,caitlyn jenner may kill someone car defense problem tranny,negative,0
#tech Apple CEO apologizes for error-ridden new map app - Apple CEO Tim Cook apologized Friday for the company&amp;#039;... http://t.co/KRVX70C2,tech apple ceo apologize error ride new map app apple ceo tim cook apologize friday company 039 ...,negative,0
Worth noting George Osborne must have known about the drone strike when he made his comments on the Andrew Marr Show on Sunday #DroneGate,worth note george osborne must know drone strike make comment andrew marr show sunday dronegate,negative,0
@ColMorrisDavis @jaketapper House of Saud destroying Iran's petro economy before they can get the 1st tanker filled,house saud destroy iran 's petro economy get 1st tanker fill,negative,0
Pretty sure he's a smarty pants lawyer and not at all new to Christianity or Christmas for that matter. It's the 25th. #dumbass,pretty sure smarty pant lawyer new christianity christmas matter 25th dumbass,negative,0
Uncharted 4 delayed until april 26 fuck..... now i debating getting it at launch since Dark Souls 3 is coming out april 12th,uncharted 4 delay april 26 fuck ... debate get launch since dark soul 3 april 12th,negative,0
"this nigga @OctobersOwn91 just hit a full court one handed shot with brook lopez...smh, 21st birthday shit",nigga hit full court one hand shot brook lopez ... smh 21st birthday shit,negative,0
The Lorax is one of the stupidest animated movies I've ever sat through. I wasted a nap for this?,lorax one stupid animate movie ever waste nap,negative,0
Grandma's hiring some dude to work on her computer tomorrow.....  A bit worried.. he might try to get her to install Windows 10.,grandma hire dude work computer tomorrow ... bit worried .. may try get install window 10,negative,0
@GenieBowl Like Tyler and Luke's teams with Josh and Devin close behind. Hate Shawn's team. If I had to choose a 2nd worst team it's Dustin.,like tyler luke 's team josh devin close behind hate shawn 's team choose 2nd bad team dustin,negative,0
"Real Madrid scum, mon the barca!  https://t.co/65827Ktc6C",real madrid scum barca,negative,0
"Day for Night was pretty disappointing... still going tomorrow to see Kendrick Lamar, Dillon Frances and Prismo.... https://t.co/9CPfPXEL5n",day night pretty disappointing ... still go tomorrow see kendrick lamar dillon frances prismo ...,negative,0
"Too Soon? Amazon Opens Black Friday Deals Store: Thanksgiving is weeks away, the World Series only ended on Sund... http://t.co/8DgZiecz",soon amazon open black friday deal store thanksgiving week away world series sund ...,negative,0
@therealgokwan what I hate is when the sun brings out the men who think they look like David Beckham but dont..put it away!!,hate sun bring think look like david beckham .. put away,negative,0
Vice President Yemi Osinbajo on Thursday alleged that members of the Boko Haram sect have concluded plans to bomb... http://t.co/A4hlNUQmV3,vice president yemi osinbajo thursday allege member boko haram sect conclude plan bomb ...,negative,0
crap i meant to let #oomf use my microsoft office thing for their computer today...well he'll get it one weekend when we both in town!,crap mean let oomf use microsoft office thing computer today ... well get one weekend town,negative,0
Jason Aldean is September 4th and I have nobody to go with. Guess I won't go,jason aldean september 4th nobody go guess go,negative,0
The Jets are 30th in points differential. Have the worst PD of any NFL team that's not from Florida.,jet 30th point differential bad pd nfl team florida,negative,0
"#dw_english Kim Davis, gay marriage, and the death of Christian privilege in America: Arrested for denying mar... http://t.co/uPU1meNKQq",dw_english davis gay marriage death christian privilege america arrest deny mar ...,negative,0
"@jspoupart @JoeC1776 no. Congress makes laws and the SCOTUS settles disputes. In this case, the 1st Amendment lost.",congress make law scotus settle dispute case 1st amendment lose,negative,0
Esperance will be without star player Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday. #AFRICA,esperance without star player youssef msakni first leg champion league final ahly saturday africa,negative,0
@Lexus just told by @MotorWorldLexus no loaner car until the 27th great Lexus experience.Definitely not the expectation that was set at sale,tell loaner car 27th great lexus experience.definitely expectation set,negative,0
"Anyone going to the Romney rally in Fairfax on Monday?? Really wanna go, but no car. Help!? @TeamRomney",anyone go romney rally fairfax monday really wanna go car help,negative,0
The sun look more hurt about zerries break up than zayn and Perrie,sun look hurt zerrie break zayn perrie,negative,0
"Saudi security forces opened fire on Shia protesters in the tense Qatif district of Eastern Province on Friday,  Detail http://t.co/A3QsM6Q6",saudi security force open fire shia protester tense qatif district eastern province friday detail,negative,0
"Evil, like the rolling stone upon a mountain-top, a child may first impel, a giant cannot stop. ~ Richard C. Trench",evil like rolling stone upon mountain top child may first impel giant stop richard trench,negative,0
I really wish I didn't have work or school tomorrow bc I'd so be in the city to see Justin right now fuck my life,really wish work school tomorrow bc would city see justin right fuck life,negative,0
"Well... it looks like Resident Evil 6 may divided gamer like Operation Raccoon City did. Oh well, shit happens.",well ... look like resident evil 6 may divide gamer like operation raccoon city oh well shit happen,negative,0
@USHToday @westcoasternet Knott's doesn't have a corporate media empire like Universal does. They may just add more stuff to the hanging now,knott 's corporate medium empire like universal may add stuff hanging,negative,0
I may have made a terrible mistake by ignoring the Monster Hunter series all these years... http://t.co/elyWRsDt2w,may make terrible mistake ignore monster hunter series year ...,negative,0
Now I'm trying to get to @MicrosoftHelps @Microsoft @Windows support online for about the 5th time.m,try get support online 5th time,negative,0
Maybe he'll run into some of those Zionists who hate Christians.  https://t.co/vP8J8CQunV,maybe run zionist hate christian,negative,0
"@CNBC didn't iPOOP just came out with 3rd gen IJUNK not to long ago? why the 4TH??? CUZ they CAN NOT compete with SAMSUNG, ASUS,NEXES.,,,..,",ipoop 3rd gen ijunk long ago 4th cuz compete samsung asus nex ..,negative,0
Protest march in Mexico City against drug war. 'I want justice for my murdered son' #drugs #cannabis @BBCBreaking http://t.co/YwYDFQ6,protest march mexico city drug justice murder drug cannabis,negative,0
Just sat in  Bentley and watched a girl munch down on a whole bag of Chips.. And I'm not talking about the tiny bags. She had family size.,bentley watch girl munch whole bag chip .. talk tiny bag family size,negative,0
@LumiaUS The 1520 is the first Nokia I have ever had break on me. 1st. the phone stops reading the micro sim card http://t.co/bPtuUmwJmd,1520 first nokia ever break 1st phone stop read micro sim card,negative,0
"Just to be sure. Tomorrow is America Day, right? Because I don't wanna be the redneck in a sea of gods",sure tomorrow america day right wanna redneck god,negative,0
